关卡牌局代码,地形编号,开始次数,净过关次数,净胜率(%),ReplayCode,模拟胜利,模拟失败,模拟胜率(%),模拟平均步数,耗时ms,地形总牌数
9-2-8-9-156407050,100040,327,163,49.85,DcoxAYBADAPAJG3al/MLDthRwIQGlOEBGRjABNx8OcezLtt7XjtIKJhWwYbaItVtS3Kh5EDkv5g0gOP+AA==,182,18,91.00,48.0,452,48
2-8-3-8-426642826,100008,326,149,45.71,BcFBAYAwDATBTS7X4AEHOOCDEZSgoELAArLwwExty/oc97e/F0RKKpApYY+2EUqGFOWGjkEyzx8=,179,21,89.50,42.0,115,42
5-2-8-15-1660305194,200007,325,110,33.85,DcQxFYAwDAXA3582SZMiBAO8hw38MDFhiZ0FIeiAG66u0749xzsvNwoFlU3Nexg7QppqZBOoakdGGj1YBrIC429kYTiu8wM=,198,2,99.00,57.0,156,57
9-4-1-13-765816104,100093,320,102,31.88,FYyxDUJBDENjJ05yxyyMwR4wAxtR03/9kpapCC6sJ/nJcb98rufz/X09DDDQLQiaO5yOYJhTKREWqtQMoFTd2SLH7lVr713Dq0uZHWGohP8fPXwKNrkdPw==,159,41,79.50,96.0,22523,96
5-4-9-12-448116689,200004,320,145,45.31,DcaxAYAwCARAIJDnido4g707WruYG9hYOodedb5Pzzav53EvotbcLMS1Q5DJagRRZIzB+Av07CyO5lC53g8=,199,1,99.50,48.0,173,48
8-3-7-10-315447893,100030,319,262,82.13,DcWhAYBADAPANk2+LR6HQDIEipEYgMFQjIWEM8djus/lmt99NXc4DIGgBknJmP9JVaTRCcoU6kTFSFl7O9DRrRwoe7YP,200,0,100.00,66.0,270,66
4-9-9-17-1383471717,100034,319,212,66.46,Fcm7FYAgEARAcFng7vjYiW2QWJapLdiBkc2YWYqPaIIJY/3u9xrHszvvFgQiglPnY8pYRFVNVAJQ6FVhtVXrZlkjmQvT3N5ar6JEYnHb+QM=,194,6,97.00,72.0,220,72
7-8-8-10-1513443324,100041,318,181,56.92,Hce5FYBQDANB+0vyQR00AhFd0Qhd8ohIODaa5TYd8PU658W+3MeAkRrBn1lAhKRMa6C7FUEIRc/3hnlXoT2zVEHJ9vsB,199,1,99.50,72.0,432,72
5-2-4-21-1823656960,100070,315,116,36.83,BcG3AQIxDABARQfZfifRwwBQMA8lKzAYI33NEtzJ5/I8r4/b6/4FJEYWVQkAMRFytqJUajvSkRv3cbQRpoU+V4li2z1539nnrssct1UWmBWj0trms+5JCmPVzgwqyIpE0FdfRKiMogDw/v0B,191,9,95.50,117.0,2455,117
9-1-7-7-299508665,100040,315,204,64.76,YzFgu+di6v+6dHMsAwMjEDAxs7CwMDCxMrGwMrOyMrACeYxMrCysIAYrIyMDAzNQGVABEwPDEhMA,199,1,99.50,48.0,565,48
1-5-4-18-2064412246,100058,314,150,47.77,Dcu5FQIxEARRSd1z6liHOIhm37oERgRgEQ+Z4CG7fvE8nrff6359vqW21sAiaqjVXSMl3KhG7yXTEQRNPHK3nj5ihnIDBajMKWOtNUT7xD4DhvJ+/AE=,200,0,100.00,84.0,1675,84
2-8-6-9-912672448,100008,314,207,65.92,DcIxFYBADETBv8nmggcc4IAGX+iBlhIdKMEDzBsv03xux7veO4oEGyhbJWn0HxK3oluuDo3kej4=,198,2,99.00,42.0,114,42
2-7-7-12-1477662044,200015,314,155,49.36,DcKxDYBADANA523/JyyChERLSc0GjEDLMIzGQHA6bdN8PO+9rwsQDeRftmGyC/CQsqqDQWaDPMpKa7ipK3BeHw==,200,0,100.00,54.0,340,54
9-2-6-18-1185535035,100096,311,140,45.02,HYyxDcMwDARJ6SmJIim58gZuDNcZJBOkzLxZJCtYMHDVAXf4bPtrv37H+0ucMuWEBZhYSm3aukotps7em3Oo1iJBYT0E4inHCOjMSYV4xWvhCtJhDhpmE5j2aCY6/zc=,161,39,80.50,96.0,3028,96
8-4-4-18-1461701647,400017,310,64,20.65,BcG5EQIxDABA/bZ1lmRfTEhEXUTkxDRBMczQAVWxK8/z+3jd7u/rD5CABVFUlRCB2FhEzVpHasO70jhmWCIPINcOYEfR8MTuJUFzdagcPJ3UGgDuITwj8FAsSd3Jm6dULOGe4QtrwuXzBw==,162,38,81.00,117.0,746,117
1-4-3-13-888574707,100031,309,269,87.06,BcFBEYAwDATAXC7XpEUCMyhBX6dW+OAGBUjAALtxbt8+n+tYy+AEES41WlbRHWyVBXZlmCrVAY6uQQ4hHd6UpbD3/gE=,200,0,100.00,60.0,202,60
1-9-9-14-532583005,100016,309,270,87.38,DcQ5AYAwEATAvSe7lyCCjg4JNEjABCqwhSMUYACmmNyn9T2u+Xw2mEfi37wZU5FidUnBiGYBAyk5OHpVjWKpD8LV6GYG4F4+,200,0,100.00,66.0,413,66
9-6-2-15-1518410139,100004,308,146,47.4,BcG5EYAwDATA00ln+WGoiCKcQDv0RCkMMQGVsBvb8nzzPt91h9ENBiJcgsvIIlJZs6l2qLchEbWVMugR6INwTzMc1w8=,190,10,95.00,60.0,254,60
3-1-8-11-1274223812,200003,307,174,56.68,Y9HiNDo2L70p+KILAyMTMzMLKxs7CzMDMwcHAwMHKzMzKysrAwsHEyM7GwczMzMHUJaRiYFBoA8A,200,0,100.00,42.0,102,42
5-8-8-13-1773253281,100010,307,112,36.48,Dca7DYAwDAVAO7Zf4g/rIDEIPRKjUCGxBg01A8JVp/O0LdfxPutJ3IRF2Qwd4y8wnB3Bnt6pF6ADaCLRvEIzvcjo3j8=,200,0,100.00,54.0,137,54
3-7-2-21-1871384367,400013,306,123,40.2,Hcu7DQIxDABQO7Edx84/LHLtbUKPqBiFYehpGA1E+6RHj8v5uh/v/LwCYIhEjIKYNKu5kRCkUh1LqOZJNbuIkWfVBFhDSQJEkckYDD3+a0Prw3m2n8hYPveeZBtGh7agCwsv+Ny+,160,40,80.00,108.0,3254,108
6-2-3-14-1748670222,100096,305,77,25.25,BcG5AcJADATAXX13kiVCp47IiCmECgipgxKpiBl7387n+fjdXx+AFCXUxBQ0DwnCJVwVy2TZNuFyJjMRTKmjDxUtq0lOCRvjs60jq4mjTUsxMbsBx/f6Aw==,147,53,73.50,96.0,1858,96
9-6-9-10-235299825,100010,304,168,55.26,BcHBDYAwDANAJ3Frl4GQkFiDf3fhhcQkvJmEibjjusztPt/nuBCJIrP1lKWQiBjDIdsNdjkVYI9OeqRKaIn9+wE=,200,0,100.00,54.0,251,54
3-9-3-12-1747091460,100026,303,77,25.41,YzHjkchXea937WM1AyMTMwsrGyMTOyMLIwcDIycXAyM3NzsHOycTWIidiZWbiYudjZmBiYGRmY2Bi4OTlYmJQcodAA==,189,11,94.50,54.0,147,54
7-3-6-11-172987200,100059,303,227,74.92,FYq5DYBADATX3/mhBwIkEigGUSU9EVEKvk1GM1q9l+s7nrFvK6jHAiZpEhjErcJQI2BYH1hYdLhGWKqHZ7l7VGVWDJ25ZjLLCMd7/g==,200,0,100.00,81.0,598,81
9-9-1-18-1996319989,100071,302,218,72.19,DcpLFcJAEATA7k1Pz+wnbnhoQAM2UIEU7jESObmFOpde++98vvfr+wAbNiloZlVYJsjmdPYx5lhrziTV/G9wZNTqPVxWgFCpUhuAz3ED,200,0,100.00,72.0,542,72
7-1-3-20-1843734404,100095,302,191,63.25,DcPJEQIxDATAGR2WL9neiEiBN7kQDznx4kca0FVtj+vzvb3u+W6gKJQA/1WEBodroUkoq6I5og83VmIm53BfkdBlqllqtH1s7J6dNqMdObtkrBTimT8=,200,0,100.00,90.0,541,90
5-5-5-8-1901959424,100037,301,250,83.06,DYuxDYQADAPtxEkYgWGo2IWBXvqCmopNGIU1sBvfSbb25V5/77GdfzAyBIhZ1V2EgdPG7klKlTE9TriJgi9qL4RKWp/rAw==,200,0,100.00,66.0,477,66
5-2-3-25-413856214,100061,300,105,35,BcG3EQIwDABASZZzkLOZkI4xKFkCGu5YB/bhn6+Xx/f2+zzvb0BSxMSoDbJ13joFIcYUTC5BanPWdx+ryVkjtVYEhvDsq/Wt2lpDcS1nAAMqVAk009kyD+Mk2sgiLREhuNcf,190,10,95.00,102.0,822,102
6-6-1-25-494596814,100052,300,27,9,DcrJEQIwCABAQgiQkEAOZ+zD6vxYgxX4tgFrsg7d99L9Qn59PT7vLyTMlAozQgHkLAhJKwFry5DJCFAMzIp2/C8bCIweBRPLHCLel0uV8NGjD8o7cvQ2zpI+wvnMoqZS19RmTrqPWdKkG563Hw==,30,170,15.00,120.0,591,120
4-9-9-15-885250334,100041,300,139,46.33,DcqxDYAwDATAOB/bn9hBYgcWgYrxGIAtET10V1w7lxtyvM+2F6loWhtM4VTrZQSL8rc7UUcmRRnuisxhXRTd7P+cATBm6syIcq0f,196,4,98.00,72.0,478,72
6-8-1-17-318251576,100005,299,145,48.5,DcqrAYAwDAXA/JqXpMUzBjPAOKyFQiPYCo+C02frtN/b+1zLSSysKtYcCEGquXlJr0oGxFlA6VTFWjpKGyI6csCTc/yt0TF/,193,7,96.50,66.0,189,66
3-1-4-23-1355467127,400011,294,152,51.7,BcG7FcIwDABAW5Yl//SxTU/JPpQslRmyTpp0jMPjDj+PJ96/6/i+Q4SEkAmZSm2F+hDRCnmIkZlzypExlmTKRs7BoHbvYbALExkbg9Ocsrbqam3b1iU+SSG8zj8=,199,1,99.50,90.0,631,90
3-9-1-12-165322765,100074,294,232,78.91,DcM7EYBADAXAJPc+wRAakIcMWkoaCkxgAQ1UsDOLebr27V2ec42sAcqsgqj/SCpsoIOUZBCQW2T2IA0pjvsD,200,0,100.00,54.0,253,54
2-8-9-13-1990921097,100021,294,77,26.19,DcqxDYRADATAtc936/URIlEKGTE9vPTxd/RFInqAcKSJc9m3732t/w/MzNE8An2QSKZQJqtK5IwIVakPUN74bpfZfDFD8Eo2Kjk6jt8D,199,1,99.50,72.0,478,72
1-4-2-22-960618345,100070,294,94,31.97,BcHJAQIhDABAsoFAEo4Q8K8F6MN6fNmDhdnJtmAnzsTP5fm7Pm6v+zfAgTFRyFgKC4gm0pALsxyKlAiqZKaKKNroiCyNpHZF7sOmG+iqEVpfAghj7OFjm2+p3hlU23RGqubdug1uCGs2pXC+/w==,183,17,91.50,117.0,1876,117
6-5-3-7-1790580027,100009,294,147,50,Fce7AUBAEAXA99tVgUQJ+hEpgf6ujCtHiskm+zLmOdftuEAKlBHacHW3GXWEKtjK1/b/534B,189,11,94.50,42.0,129,42
2-7-8-19-967462966,100013,293,205,69.97,DcSxAYUgDAXA8BJCCAHcw9IlbN3JgdzEzjX+Ar/QK0725bc9q17HSYkAlgxiBoigDEqctORiVqp7i7DuX2OE5apic0546+wN5lFHNxO6/y8=,200,0,100.00,72.0,279,72
6-9-1-23-101896711,400012,293,146,49.83,DcrLDcIwDABQu7HjTxw77YkBGAOmYAokRkFMwy6sQ6V3fPQ67rfL+/e8fgC3RgxdWM1RwfsgMXFlsKCpHZqN7AU2NnaV6ckwua/acKVEWfKe1ObOJ8wzAOKqiuhU5OgYLqAigfB9/AE=,199,1,99.50,108.0,2698,108
9-8-4-10-56396311,100040,293,154,52.56,YzHguudi6v+6dHMsAwMDIxMzELGwsjEDaSZmZgYGdg4OTkZGZiYmdhYWDmY2NgZmTlYGBlZOdgZGBl55AA==,150,50,75.00,48.0,363,48
8-6-5-13-725098318,100076,293,150,51.19,BcE5AcIAEATA2/s/KupYQBBtqqjBCWIQEC3M6PtxH8/797pOAgMQUlIDPEIiKLO6m2Miu7JphK2UDIXwLV2R4OndwSixO9zMB2Qp0CXOqKXv5w8=,199,1,99.50,90.0,950,90
9-4-2-11-1864626278,100009,292,168,57.53,Y9Hi2n4++ryoVGg2AwMjExAxs7AyM7EyMzKwsTOxcLAycbAzMLJzAGUYGFkY2DjZODkZGL5fBwA=,200,0,100.00,42.0,112,42
8-8-3-11-1924611316,100008,291,126,43.3,Y9Hikl5it/it5dZKBkZGRiZmFgZmVlYWNkZ2IIeDk5OZiZmdlYmBnY2RjZmRk5GFiZmDg4nB9QQA,198,2,99.00,42.0,102,42
7-5-5-18-302008891,100092,290,257,88.62,Fca7FYAgDADAJCSB8IcJKNzGfVzHSZzDYWzUd83xPuVex7XODQCJEIDw55j5KwqRivPBhGLKpYKrIaRo1rrhQBu+ae4xFa2mJbeuXgfo8wI=,200,0,100.00,75.0,215,75
1-7-6-10-206562118,100028,290,231,79.66,DcdBEYBADAPApE1TLGAE1OEAE7zvjRME4ARuZj+rbRnrdz/H/oIMMEElVQgTSVutdmsGjSy307KmigZxXj8=,200,0,100.00,54.0,470,54
6-1-1-20-481180970,100060,289,198,68.51,Fcu5DYRAEATA7nn2mX3OPYkw8MAiByQSwL3MLkhE+WXn5//dfvt6HSAFSgjNk2UvNddQaLDRUpeeK4sMwGdIaHfMSRFDjCGttPReRRA0mKpTHffyAA==,200,0,100.00,84.0,714,84
9-2-8-21-358694358,400013,289,217,75.09,FYq5EQIxDAD1+pF8kk0npNfJNUBEShcUQ05zmNlkZ2fleTs/j/u3vy9AQgZhAmBAAWUVZGFBAMEitSBpa0qd2h4rFmJWMxPr7uPoITUzdJrF8OPPyMzlc5m5+faI2DXngvr6AQ==,199,1,99.50,108.0,5905,108
6-3-6-9-2147244796,100002,289,210,72.66,Y1HntDrKMfF9W+RuBkYmZhZWFjYgYmNnZuRg42BjYGNkY2RnYmRjZmJmZ2RmZWAGij19BAA=,200,0,100.00,39.0,73,39
7-4-2-16-1801298467,100069,288,80,27.78,Dcq5AQIxDATA1W9J9hlC+iGjACJaIKAa6qIiLplo9HO5v67ffN9+AIiJIVBSMmI+VfUgGQ6wsJkg0yzLmVQ8xDqQMXoujT7WAJT3ToKPM5hLyIhF3lWzbRTVbvdjVsYRjMfzDw==,198,2,99.00,114.0,2962,114
1-7-7-18-1726653492,100085,288,203,70.49,Dcq7EQIxDAVA+Vl6svUhuiEjoiUaISG4SimFkJtNV1+3+/d3PD+PUwYmZKiZ2jQAQ5Qua4qKXbaTEekWCYUZchWjQ5oF9a7O5mY7q3Zx5XXlff4B,197,3,98.50,84.0,707,84
8-9-1-21-339683921,100051,288,19,6.6,Dcq5EUIxDAXAp9OSLNv0QkxBpHQBCS1QKn9mw9Xn7bs/v/tD3yAGk6ixuw0oIZIvhopUqRnctryagd1MUzplKsilbDhlbVLikJKoqx/qVMPyjByros+Ze0okzusP,39,161,19.50,105.0,1071,105
6-6-2-14-138933210,100047,288,130,45.14,DcpbEYRADATAySQ7m32ggKoTcALQQBUycIQPBOAIGXf93bEv23ud3/v4wMxA0gNEUQ2lmMpUZIGpOf+jmNC618BInxVhfTrBNkYPUdPxrD8=,181,19,90.50,72.0,1097,72
8-6-5-12-96615492,100067,287,145,50.52,DchbFQFQEAXQM48zT4VUEUEHSahBEEFkcP/22n67fF7fez1/DwhEARGoHh7oCYPTaaBLpKgnC9FmGpYhXZoTszW7ndSywngk2T3Ty9p14n39Aw==,196,4,98.00,90.0,1563,90
7-9-2-21-1491880058,100065,287,42,14.63,BcFLFQIxDADApPkn7bZdL7hBAi448jDGDRs8BHBkhm/n+/t5XZ6PHyA2YhCFZg4YHISeZX0cyjFIQpjnWtsr91ykYQ1HQxPRnZXdaqiLterDxRXtSDX0OYrD8zAkVREg8Ab36x8=,100,100,50.00,108.0,1472,108
5-1-2-13-656134589,100023,287,228,79.44,DcdJEYBADATAyWT2SHDCH6SsDFxhBAtUUbiB/XVrX8Z33tdzvDDQKcCKHBCNrG3Ka7eZGm6liIrsAar19GzY1h8=,200,0,100.00,54.0,190,54
5-1-7-8-645568283,100014,286,261,91.26,FcbBCYBAEAPAZJONCL5s4MACfFqMVVmKJXrCPMbXcqznM/bxAiBQU0FmN+dESW1XpJ8tOlESM7Kx3R8=,200,0,100.00,54.0,389,54
9-9-1-22-641742904,400014,286,77,26.92,FY27FQIxDMD8j53ESW4npuHdCDcGK9ExChPQQCjU6UlyHvf35/F9XTdA4j8simJF3YJqtA7ZR6rNGOLaZallt7aWZvRoowJF6PQKYpapwI5bc2JyCdxBZChmAgWBcErsBTzlBw==,149,51,74.50,108.0,3963,108
7-6-2-12-1942319350,100088,285,194,68.07,DcqxDYAwDETRs31nJ2ELhmAG1kFiF0ahZScKWtL9J33ui773We9zg7k7wuAWFiQlMKaU5ZLME1SSla6aT4Xl7NbbQBdRHKOh47h+,194,6,97.00,72.0,1408,72
3-6-9-13-211820348,100010,285,89,31.23,BcHJDYAwDATAjY94HVMPEoXkTy+8kJBoA/GmQGZsXfbtOr53nkATFfMeDOQQKdIVIwMM9pAUlmXL0pbmjAF24rl/,188,12,94.00,54.0,166,54
3-5-4-9-690276622,100008,285,182,63.86,Y9HilF5it/it5dZKBkZGJmYWZhZWIGQAMhjYmFlZ2NhZ2NmYOFg5WBkZOZhZ2RkZWViYGO4yAwA=,200,0,100.00,42.0,118,42
7-5-2-23-1886999071,100064,285,22,7.72,Fcw5FUIxEADAvbK5Nvk5EYEUHkrwAEKwAfIogGq6kcfpdW/P6/v8ASQWx8pIIsoO/gCTQ/YhIqVsypZDcRrrUZSshdQhBR97DKOyP9rMpHnO5SGHFAf6VJLEtfe20pWQEH8ngDSHzupY/oBSsrHA7fIF,70,130,35.00,126.0,3629,126
8-4-2-22-1389773929,100064,284,50,17.61,BcFJFcJAEAXA3+v0LMksCSaQwsMSCMEGSEIGB6r0eXk/xuv+uf4AYoEaXFgpicOJ2chUwU4iZBxgzaVKACUltJKLmGmObe9Dpywch2M2bsaeW8jWV80p+U5H1tLOs45RF537rC05dY9qtmkU3L5/,174,26,87.00,126.0,1758,126
7-3-7-12-1807549890,200010,284,227,79.93,Dcm5EYAwDATAk06PLSoiIKQtz1AL1RBRA2UQgTddW5f93c77+S7IBIHSxDXSQLB590pXsdbmAKHVQWdJV48kKRjHDw==,200,0,100.00,57.0,273,57
2-3-2-12-1220630125,100038,283,245,86.57,YzHjOazBdndnBMdaBkYmRmYWVgY2VgZGdg5OTi5uLnZmDg5mdi5ubg5ODg5WNiZGBhYGRkZWBgZWRjCTCaj2WzcA,200,0,100.00,54.0,140,54
9-6-4-11-1401476982,100026,283,137,48.41,DclBEYAwDATAa+6aNMEAAnjzxBYC8IYMZlDB4AD2u9qmeV+e9XoPNCMlqnfSFcPTHJUeoP8xxERBqNZsyMyc0XGfHw==,200,0,100.00,54.0,191,54
1-5-4-16-93568097,100083,283,158,55.83,DcixEQIxDARA+yT5JEuiG7ogJKKan/kyyGiHhgj5DVdft/f9ez4fv2NMyNRhoosyTYfHRuYqVCTd2y7iauELXsUwMtJVtgNCqGhnb3iQlqjuruuE4zP/,192,8,96.00,90.0,1160,90
1-5-2-25-918217636,100063,283,72,25.44,Dcw7FgIhDEBRIAlJCAxfFzWVpa3nuBsr3ZzVLEbKV9yHr9v1O++P5/ftnA+AjqL3LKRJouWALCBWjpRjLSWoNiWoSGqK2Mes0DqaABEQ8nbW55FljZZhrpEhrZ3Gwkh7/jn/,179,21,89.50,99.0,1279,99
3-8-6-14-962059330,400015,283,204,72.08,Dcu7AcIwDEVRfZ4s2ZJosxhVZmGSbJA52IGSSShwcU93cT6u3/f+HM8XEZPstgoQTMdgdWYXCZlhayHTYhF5tRhDMBSpc2rDOqy4vaS9KzPMCrVfy6D3+Qc=,200,0,100.00,90.0,877,90
8-6-4-13-2075430521,100097,283,223,78.8,BcFLFQJBDATATuefGZwgZw0ggdsaWUVckIEAHhqosuP2O7/35/vxgRCkmhndVQLIkig0x2grOb3T21VlJ4gRrp5QRhq0LI1tQVSv7TNeUYLr9Qc=,200,0,100.00,84.0,463,84
7-4-3-22-122518356,100094,283,173,61.13,BcG3EQIwDABAJdtykLM5SgpapmIFCjahYi7W4V+el+/v9rm/HwZIBEwAwoTIwAgOQZBQiFiY0RME1Zhy8cE5MwYStGqpWOtjrpXKPqYsQfOOeursbYza52lR98oeXtc/,191,9,95.50,99.0,624,99
6-7-1-12-1008965486,100079,282,246,87.23,FYpRDYBQDAO3ruseBANo4gc1qOAfOUhACR4YaXK5XMptvt71OY9YzGHRAz0DcEnspBphbVUsET65aOOngyKRaRlRVWNK9CuNtt8f,200,0,100.00,75.0,1020,75
8-4-6-14-1547653160,200053,282,124,43.97,Dck7AYAwDATQy6VpA2kYUIUMDCEEH+ysWMAEn7e+skz3fO3n8W4QgloMqKYsRcjmwxjaIeaK1impyZRqVvUvd+YIiW4xOBjIyBZ41g8=,197,3,98.50,72.0,247,72
1-5-3-16-404287114,100080,281,157,55.87,DcpbDYAwEATAtrt32yeuSCoBG1hABSKQgBJsYAA+Jxmuy3E+773PGWIKMYAJ5lHIJbmYazW5DPQm048m9tJoAFm6DY3hsO6Z+Fe4tg8=,180,20,90.00,69.0,994,69
5-2-8-16-1828677404,100036,280,167,59.64,DYqxAcMwCAQBgQQvpOyW0mN4AlduMkkmSJ1xskVorrg7PR7v8/X7Xp+biEWaMqv1YR6Y3TNi9KEsWqJRFtcSL49sntBKZOBMYAubYWPyXB41UN3Jtome+AM=,198,2,99.00,90.0,915,90
9-8-2-12-1889203652,100057,280,201,71.79,FYypAYBAEMR29pvbowo0SIrA0RUKHPVQG4dLIuL7tN3H8l7rI1AYTD2SokLLaHQmGSZZgRYM998dKuGiXQXIwWbV0MehRprPDw==,200,0,100.00,72.0,662,72
1-1-1-18-345800929,100069,279,101,36.2,DYu5AQIxDMCc2PET57GvYwqWYA1WoGAa5qJnF1KpkETv6/HMj71uXyilIhAVggYsTbUhihxU60S18xEoXpoNrXWuvSyiq/Tt4TD3Xmm1zPSuJZYyo+AJfAybMdz4LGNlztzJMULh/vsD,197,3,98.50,114.0,1595,114
8-9-2-8-588452005,100020,279,227,81.36,DcsxFYBAEAPRZJPcoouHF/TR4IMzQY0DrprfjPftOOe8rzwgirJRK7RLkVBOSpAXkNFiS6NMx2AwZPYa4wjf+wM=,200,0,100.00,66.0,401,66
4-2-1-11-1588347380,200007,279,138,49.46,Dcg7EYBAFAPAJC/3RQkGmOFkUOCGCm00CEEH1+2s9+U63vtbtwcUggQCkijHhFOeVVzJZhFhpJqaci9VvfQczTjHDw==,200,0,100.00,57.0,249,57
8-8-3-11-1130495227,100081,278,182,65.47,DcnBDYAwDATBu9g+x6EBuuHLh6YQNdEJohtEpH2MtL4v6/ecx3YRINEAM5JtNg1zOkMtOyrCzCvkmVVDkdaHx5y9lMppKUq43x8=,198,2,99.00,72.0,1226,72
5-2-2-22-1813366620,100052,278,72,25.9,Fc25EQIxDEBRSdbha30baqMTEkohpgFqogZClvTPvPl8v3C5Ph/v1weQyDkWVAYVcQimSt4CaEwZwWdD53ICMjtKSFxqs44kKH81hLC3OaofJazRUmMd9QB1eqzFIJTm3i1yim3s2eksyucQbt8f,169,31,84.50,120.0,692,120
9-1-9-16-339028071,100050,278,190,68.35,DcixAYMwDARA6d96S3KWgCFo2YCOgt2yT+pslFx543rdx/Z55vk2B0Anxwi3kECMMExl9T8qtRAhuruJTHXF8u7sJmHwFVmhqcqa9t1/,199,1,99.50,78.0,1057,78
9-1-6-17-1309440635,100048,278,132,47.48,DcpBEYAwDATA3CVN2rTMIAULYAkdiMACIniiic7sc+1Y3vXJb7tPAahGooiHew2LULC0zOjVKaMI5xjNo7p2Gg0yaR9NE4Ds1w8=,144,56,72.00,66.0,513,66
5-6-1-13-266320983,100075,277,208,75.09,DYvBCcNADAR3Ja1Od+ks+GnchMH450pSQipKQ9HAMuxjYn+dv/fxubcHNNDpYdGTEsqRDQrQzMrRQDWkkpUDq58nEPRpc7XYNcNJNwtb+F5/,195,5,97.50,84.0,5955,84
6-3-1-23-433081915,100064,277,105,37.91,Fci5EQIxDABASdZjyye/VEEttAQRVdADEZRHcMOGy4/L5z5et+/1B4hAiQUUQMlU1JCF/52Lg6ZcsSYjKgxkZgJHCnJT5AStjyZpKueCwiIRo+Nc1aO41rWbjSkcrK0ehGQI0bGtXamV4n5seD9P,190,10,95.00,126.0,3008,126
7-5-8-9-1088369873,100009,276,154,55.8,BcE3AYBAEATADZcQQENHix8qJCAQGW+Jmbi2bz1rP+4XBAnIEVASdtF0t3rGKSmrxnagzx8=,197,3,98.50,42.0,81,42
9-1-7-12-244330106,100072,276,192,69.57,DcoxFYBQDAPANEn7y8J7KGJECRIYkYEAJKACW3DzeZ32+3mPa16AoCBStpw1hCg3qgNmOJudtDP/1tUVIhTMMcoCtvMD,198,2,99.00,63.0,459,63
5-3-6-15-2079086751,100046,276,221,80.07,FcexDYAwDARAO/44eSehZhUqBgCJsWjZDLEGUyCuOyzTvh3nvF6PqCRDdhSvDGHAazaydSq1Darl6ghHKuOv9s6S4PLeHw==,200,0,100.00,57.0,161,57
7-3-4-11-466689271,100090,274,198,72.26,DYlJDYAAEMRm74M3fBCBBSwgjwQbSMEPm36aVq/lPb79Wc8bNLCIQmhggqgRA+Bx9bCZATXQ/ERQOuX0qCxrDXO3rurKTu9qfNsP,200,0,100.00,81.0,903,81
3-2-1-16-1970023401,100087,274,90,32.85,Dcm7AcIwDAXAp58lS3KchsFoGIGKIRiEObIYC8C1p8/zdn9fr+/1AYEJwmrEw00gKgMxM2uYq0bnP3p6d60Ips7G5CGuWW6I6l7iXDiOBohCpQ5jsrVFBjGQe4MfPw==,180,20,90.00,102.0,1493,102
6-1-3-11-597386158,200024,274,188,68.61,DcixEYAwDANASY5wzFhU1FRUDMAYVEzAYOzDHSn/2zrfx/tty/mAgBgNbKIbPMlTAuNJdLKGwaRBIW0IliKiStWzlysjA/v1Aw==,200,0,100.00,72.0,384,72
7-1-8-19-1954152014,100078,272,108,39.71,Dci7DcMwDAVAPpKixI/kSQxkkDSG+0wRpMsMHthNcuXpsb3v7+vcryeBGYAQREmkCawPU/VIIrFsPazGNLCHp3qtbMVW4H8uLI50c+uUURU6lR6fHw==,161,39,80.50,81.0,944,81
8-7-7-16-512933158,100051,272,68,25,Dcm5AQIwCABACIQ3gCtYW1o7kKNo4wqOqtcePy+ffn/vD34BLmLcLEsRmEjFPHzl0RJLC+nE7rXhMM2uRgkH7FplxayE/1GNlJCdLgMjdjJzcFYfqjiJ28Ydrrcf,160,40,80.00,105.0,1263,105
7-7-9-23-1326219331,100052,270,130,48.15,BcG3AQIxDABAyUHOliWHX5WGUSioWIAZGOXn4M49Ltev1/P7uQENWuc8GuvBGqAQYqJcirOJSq2ttE48hFsvmsk3Kq1hyjElizwXa4I9z2KIMvdQQ2vpnIYGq0hA2PussasZ6+wplpSFB3d4//4=,177,23,88.50,120.0,739,120
6-4-1-14-682927546,100033,267,230,86.14,Y7HhWVCet+3ntXseDIxMjAxMDEyMjMxAzAJiAoVYWRjYGNgZWTnYWDg52Dg42Dg5WdmZ2DiYuLi5GDiYudm5GJm52RiMZAE=,200,0,100.00,60.0,253,60
7-7-4-12-1041323309,100043,267,198,74.16,DcyrAcNADARRrbT6nC7AlbkB92TiBozdUaoIDAjJoXlouL+u47y3z/ctgAICgwrFl0kxemQG6WZJ1ygfnR0jaxQYNsWa5VNzZVY0qM31+T1/,198,2,99.00,78.0,657,78
7-7-2-19-55358740,100055,266,157,59.02,Dco7DgIxDAXAZ/slzs9J9lQIbbtnQeJcnIyOggKmHl7H4/26fXDeISIQqDGpZKWbGelZUFABtj5KtsEIzqjDRP85wlcy02Lb567SVl+dyQO7TTqe3x8=,194,6,97.00,84.0,586,84
6-9-5-12-1006269145,100026,266,73,27.44,YzHjkchXea937WM1AwMjEzMLEysbKysbAyMbOzMHJxsXEysXNxMDUIyZgYOVlYGLm4WBnZOBgZOJkYObiZ0FqNItEwA=,200,0,100.00,54.0,158,54
1-7-7-12-1529119272,200015,265,164,61.89,Fcq5DYBQEAPRtb0XlSAhkZJBTEIvFENpFMQnnKfxbZrP572PdTEzgHIxIkk6UEV0joJExZDsiqpoZf0XwvbrAw==,200,0,100.00,54.0,320,54
